County,State,FFRPTH14
Autauga,AL,0.649878148
Baldwin,AL,0.659633903
Barbour,AL,0.818239298
Bibb,AL,0.222162979
Blount,AL,0.363831667
Bullock,AL,0.2787068
Butler,AL,0.837603469
Calhoun,AL,0.888574485
Chambers,AL,0.763000352
Cherokee,AL,0.576103238
Chilton,AL,0.455259384
Choctaw,AL,0.45034902
Clarke,AL,1.042293045
Clay,AL,0.295159386
Cleburne,AL,0.530503979
Coffee,AL,0.667858335
Colbert,AL,0.953376235
Conecuh,AL,0.552486188
Coosa,AL,0.091861106
Covington,AL,0.633011552
Crenshaw,AL,0.357730557
Cullman,AL,0.651994735
Dale,AL,0.687090777
Dallas,AL,0.455515332
DeKalb,AL,0.605079856
Elmore,AL,0.555713351
Escambia,AL,0.715554024
Etowah,AL,0.763056476
Fayette,AL,0.53336494
Franklin,AL,0.569602228
Geneva,AL,0.374363582
Greene,AL,0.11691804
Hale,AL,0.461011591
Henry,AL,0.581733566
Houston,AL,0.930964652
Jackson,AL,0.550650337
Jefferson,AL,0.971559929
Lamar,AL,0.425954849
Lauderdale,AL,0.773395205
Lawrence,AL,0.477940078
Lee,AL,0.82979482
Limestone,AL,0.561754436
Lowndes,AL,0
Macon,AL,0.463320463
Madison,AL,0.942052361
Marengo,AL,0.94480358
Marion,AL,0.561593604
Marshall,AL,0.750243036
Mobile,AL,0.60945792
Monroe,AL,0.410078826
Montgomery,AL,0.928427112
Morgan,AL,0.827710753
Perry,AL,0.101770812
Pickens,AL,0.392830837
Pike,AL,0.988349456
Randolph,AL,0.399307866
Russell,AL,0.738155952
St. Clair,AL,0.5651868
Shelby,AL,0.682296581
Sumter,AL,0.53167249
Talladega,AL,0.602542977
Tallapoosa,AL,0.48584963
Tuscaloosa,AL,0.796194093
Walker,AL,0.626231461
Washington,AL,0.178210764
Wilcox,AL,0.450531627
Winston,AL,0.414078675
Aleutians East,AK,0.297619048
Aleutians West,AK,0
Anchorage,AK,0.677718348
Bethel,AK,0.391761809
Bristol Bay,AK,0
Denali,AK,1.041124414
Dillingham,AK,0.200481155
Fairbanks North Star,AK,0.49317109
Haines,AK,0.389711613
Hoonah-Angoon,AK,0
Juneau,AK,0.956612973
Kenai Peninsula,AK,0.678532282
Ketchikan Gateway,AK,0.870385145
Kodiak Island,AK,0.500500501
Lake and Peninsula,AK,0
Matanuska-Susitna,AK,0.439304469
Nome,AK,0.101864113
North Slope,AK,0.206121818
Northwest Arctic,AK,0.25916807
Petersburg,AK,0
Prince of Wales-Hyder,AK,0
Sitka,AK,0.449438202
Skagway,AK,0
Southeast Fairbanks,AK,0.28855865
Valdez-Cordova,AK,0.94856661
Wade Hampton,AK,0
Wrangell,AK,0
Yakutat,AK,0
Yukon-Koyukuk,AK,0
Apache,AZ,0.222754358
Cochise,AZ,0.478626577
Coconino,AZ,0.871573626
Gila,AZ,0.640072291
Graham,AZ,0.421529626
Greenlee,AZ,0.213995292
La Paz,AZ,0.741436409
Maricopa,AZ,0.68041841
Mohave,AZ,0.560579462
Navajo,AZ,0.499532844
Pima,AZ,0.608253129
Pinal,AZ,0.286128016
Santa Cruz,AZ,0.578220366
Yavapai,AZ,0.584891521
Yuma,AZ,0.575654253
Arkansas,AR,0.591588685
Ashley,AR,0.716058812
Baxter,AR,0.783219522
Benton,AR,0.660281197
Boone,AR,0.618346059
Bradley,AR,0.538213132
Calhoun,AR,0.384467512
Carroll,AR,0.540657439
Chicot,AR,0.447227191
Clark,AR,0.841601701
Clay,AR,0.595316841
Cleburne,AR,0.624171023
Cleveland,AR,0.118357202
Columbia,AR,0.919232858
Conway,AR,0.33202106
Craighead,AR,0.741333229
Crawford,AR,0.453830818
Crittenden,AR,0.686203278
Cross,AR,0.696580949
Dallas,AR,0.386847195
Desha,AR,0.733855186
Drew,AR,0.805498872
Faulkner,AR,0.654146794
Franklin,AR,0.336983993
Fulton,AR,0.329896907
Garland,AR,0.873389367
Grant,AR,0.330687831
Greene,AR,0.64082025
Hempstead,AR,0.492677028
Hot Spring,AR,0.419563654
Howard,AR,0.666666667
Independence,AR,0.568197191
Izard,AR,0.222452914
Jackson,AR,0.513288468
Jefferson,AR,0.774582624
Johnson,AR,0.422995578
Lafayette,AR,0.421881592
Lawrence,AR,0.35437954
Lee,AR,0.304259635
Lincoln,AR,0.357909807
Little River,AR,0.478774338
Logan,AR,0.592039348
Lonoke,AR,0.531045181
Madison,AR,0.190597205
Marion,AR,0.30549276
Miller,AR,0.552638851
Mississippi,AR,0.723409065
Monroe,AR,0.659456608
Montgomery,AR,0.440431623
Nevada,AR,0.343918377
Newton,AR,0.126518219
Ouachita,AR,0.644433704
Perry,AR,0.09760859
Phillips,AR,0.351229303
Pike,AR,0.453555878
Poinsett,AR,0.701146581
Polk,AR,0.395550062
Pope,AR,0.822771792
Prairie,AR,0.120423892
Pulaski,AR,0.875982297
Randolph,AR,0.455295658
St. Francis,AR,0.371761032
Saline,AR,0.553063888
Scott,AR,0.374076499
Searcy,AR,0.504477235
Sebastian,AR,0.757241118
Sevier,AR,0.401698611
Sharp,AR,0.532355377
Stone,AR,0.800384184
Union,AR,0.671190991
Van Buren,AR,0.356061955
Washington,AR,0.711076488
White,AR,0.763436482
Woodruff,AR,0.578871201
Yell,AR,0.4100041
Alameda,CA,0.767262951
Alpine,CA,1.792114695
Amador,CA,0.381035327
Butte,CA,0.66446368
Calaveras,CA,0.649874507
Colusa,CA,0.420187684
Contra Costa,CA,0.579481148
Del Norte,CA,0.367484933
El Dorado,CA,0.589883498
Fresno,CA,0.620099506
Glenn,CA,0.500804865
Humboldt,CA,0.682447018
Imperial,CA,0.563959105
Inyo,CA,0.760456274
Kern,CA,0.628866816
Kings,CA,0.578961729
Lake,CA,0.514146828
Lassen,CA,0.409461715
Los Angeles,CA,0.770804328
Madera,CA,0.50469757
Marin,CA,0.70949185
Mariposa,CA,0.452437507
Mendocino,CA,0.591790051
Merced,CA,0.484319681
Modoc,CA,0.332483653
Mono,CA,1.214545974
Monterey,CA,0.584220483
Napa,CA,0.557645747
Nevada,CA,0.626940228
Orange,CA,0.886977172
Placer,CA,0.836709767
Plumas,CA,0.537461034
Riverside,CA,0.612208713
Sacramento,CA,0.680824763
San Benito,CA,0.463384077
San Bernardino,CA,0.678778332
San Diego,CA,0.806513145
San Francisco,CA,1.083910383
San Joaquin,CA,0.617666089
San Luis Obispo,CA,0.795462282
San Mateo,CA,0.727674434
Santa Barbara,CA,0.739785961
Santa Clara,CA,0.756886
Santa Cruz,CA,0.654883666
Shasta,CA,0.695201442
Sierra,CA,0.333000333
Siskiyou,CA,0.641789676
Solano,CA,0.649454574
Sonoma,CA,0.589655641
Stanislaus,CA,0.633462219
Sutter,CA,0.667730863
Tehama,CA,0.539109201
Trinity,CA,0.759301443
Tulare,CA,0.497601474
Tuolumne,CA,0.538723041
Ventura,CA,0.713797806
Yolo,CA,0.693675033
Yuba,CA,0.392072033
Adams,CO,0.657350047
Alamosa,CO,0.865426222
Arapahoe,CO,0.738501117
Archuleta,CO,0.571708592
Baca,CO,0.274348422
Bent,CO,0.177619893
Boulder,CO,0.823405131
Broomfield,CO,1.094338408
Chaffee,CO,0.925774656
Cheyenne,CO,0
Clear Creek,CO,1.197344073
Conejos,CO,0.120992136
Costilla,CO,0
Crowley,CO,0
Custer,CO,0.229305205
Delta,CO,0.535654503
Denver,CO,0.876688227
Dolores,CO,0
Douglas,CO,0.648364152
Eagle,CO,0.869220158
Elbert,CO,0.289315974
El Paso,CO,0.679709247
Fremont,CO,0.322566771
Garfield,CO,0.800542977
Gilpin,CO,0
Grand,CO,1.099958752
Gunnison,CO,0.890302067
Hinsdale,CO,0
Huerfano,CO,0.619003405
Jackson,CO,0
Jefferson,CO,0.759172287
Kiowa,CO,0
Kit Carson,CO,0.991080278
Lake,CO,0.679624847
La Plata,CO,0.852025413
Larimer,CO,0.777485021
Las Animas,CO,0.782806718
Lincoln,CO,0.54446461
Logan,CO,0.577162138
Mesa,CO,0.613807291
Mineral,CO,1.432664756
Moffat,CO,0.386757426
Montezuma,CO,0.543225206
Montrose,CO,0.538252636
Morgan,CO,0.388308387
Otero,CO,0.594980528
Ouray,CO,1.29617628
Park,CO,0.305903946
Phillips,CO,0.458400183
Pitkin,CO,1.077953024
Prowers,CO,0.830978893
Pueblo,CO,0.599227799
Rio Blanco,CO,0.745489787
Rio Grande,CO,0.430774533
Routt,CO,1.047559187
Saguache,CO,0.161394448
San Juan,CO,5.555555556
San Miguel,CO,1.530612245
Sedgwick,CO,0.425894378
Summit,CO,1.632430962
Teller,CO,0.598571978
Washington,CO,0.418410042
Weld,CO,0.536608204
Yuma,CO,0.196039992
Fairfield,CT,0.697031429
Hartford,CT,0.667049004
Litchfield,CT,0.518938554
Middlesex,CT,0.642646247
New Haven,CT,0.757015455
New London,CT,0.686943685
Tolland,CT,0.442632806
Windham,CT,0.529923588
Kent,DE,0.511666579
New Castle,DE,0.696482132
Sussex,DE,0.673467742
District of Columbia,DC,1.273347873
Alachua,FL,0.752788829
Baker,FL,0.590558447
Bay,FL,0.75984021
Bradford,FL,0.599206052
Brevard,FL,0.615926089
Broward,FL,0.687981982
Calhoun,FL,0.481695568
Charlotte,FL,0.439236915
Citrus,FL,0.337214892
Clay,FL,0.595601558
Collier,FL,0.530424885
Columbia,FL,0.589474925
DeSoto,FL,0.314177996
Dixie,FL,0.502923241
Duval,FL,0.823216717
Escambia,FL,0.605165149
Flagler,FL,0.361299898
Franklin,FL,0.423190859
Gadsden,FL,0.410535641
Gilchrist,FL,0.353003471
Glades,FL,0.146681335
Gulf,FL,0.439036628
Hamilton,FL,0.498291572
Hardee,FL,0.327642069
Hendry,FL,0.57135437
Hernando,FL,0.466293253
Highlands,FL,0.407182703
Hillsborough,FL,0.635874247
Holmes,FL,0.203562341
Indian River,FL,0.538841491
Jackson,FL,0.553267351
Jefferson,FL,0.427046263
Lafayette,FL,0.226372383
Lake,FL,0.446640692
Lee,FL,0.522432978
Leon,FL,0.894403989
Levy,FL,0.429152046
Liberty,FL,0
Madison,FL,0.486013608
Manatee,FL,0.511732898
Marion,FL,0.477640808
Martin,FL,0.671482216
Miami-Dade,FL,0.61587593
Monroe,FL,0.907488073
Nassau,FL,0.639528054
Okaloosa,FL,0.758223416
Okeechobee,FL,0.434238422
Orange,FL,0.756583594
Osceola,FL,0.596368278
Palm Beach,FL,0.651064956
Pasco,FL,0.391485399
Pinellas,FL,0.653449853
Polk,FL,0.456953413
Putnam,FL,0.388118043
St. Johns,FL,0.610318513
St. Lucie,FL,0.474181178
Santa Rosa,FL,0.507887555
Sarasota,FL,0.463520438
Seminole,FL,0.693760226
Sumter,FL,0.236117184
Suwannee,FL,0.499750125
Taylor,FL,0.442830573
Union,FL,0.197498354
Volusia,FL,0.530016886
Wakulla,FL,0.318147111
Walton,FL,0.731350561
Washington,FL,0.695268087
Appling,GA,0.701186624
Atkinson,GA,0.486440472
Bacon,GA,0.620512366
Baker,GA,0
Baldwin,GA,0.871288854
Banks,GA,0.765236403
Barrow,GA,0.546149645
Bartow,GA,0.570103012
Ben Hill,GA,0.801649107
Berrien,GA,0.481283422
Bibb,GA,1.124070043
Bleckley,GA,0.390777648
Brantley,GA,0.325785959
Brooks,GA,0.454014788
Bryan,GA,0.796319236
Bulloch,GA,0.776839097
Burke,GA,0.352283236
Butts,GA,0.513522766
Calhoun,GA,0.154726907
Camden,GA,0.672727622
Candler,GA,1.102130786
Carroll,GA,0.709947148
Catoosa,GA,0.700995108
Charlton,GA,0.465224471
Chatham,GA,1.019835626
Chattahoochee,GA,0.16896173
Chattooga,GA,0.400978387
Cherokee,GA,0.640734247
Clarke,GA,0.99224396
Clay,GA,0
Clayton,GA,0.70643114
Clinch,GA,0.731957254
Cobb,GA,0.824918842
Coffee,GA,0.677395996
Colquitt,GA,0.563966856
Columbia,GA,0.517029665
Cook,GA,0.755199256
Coweta,GA,0.486829779
Crawford,GA,0.080729797
Crisp,GA,0.784860905
Dade,GA,0.488132284
Dawson,GA,0.740514876
Decatur,GA,0.77149155
DeKalb,GA,0.823915997
Dodge,GA,0.619755912
Dooly,GA,0.422892585
Dougherty,GA,0.995595572
Douglas,GA,0.612497838
Early,GA,0.47659899
Echols,GA,0
Effingham,GA,0.433033217
Elbert,GA,0.565901842
Emanuel,GA,0.527356625
Evans,GA,0.45879978
Fannin,GA,0.841998905
Fayette,GA,0.866282463
Floyd,GA,0.780737641
Forsyth,GA,0.636312909
Franklin,GA,0.673733381
Fulton,GA,1.151237706
Gilmer,GA,0.728433175
Glascock,GA,0
Glynn,GA,1.095223608
Gordon,GA,0.624475886
Grady,GA,0.630939706
Greene,GA,0.424499697
Gwinnett,GA,0.766582908
Habersham,GA,0.68568294
Hall,GA,0.581879944
Hancock,GA,0.822658362
Haralson,GA,0.663384658
Harris,GA,0.243338606
Hart,GA,0.472869133
Heard,GA,0.34473843
Henry,GA,0.710715438
Houston,GA,0.838301668
Irwin,GA,0.439367311
Jackson,GA,0.549539357
Jasper,GA,0.22334723
Jeff Davis,GA,0.538394239
Jefferson,GA,0.676007866
Jenkins,GA,0.657534247
Johnson,GA,0.618492939
Jones,GA,0.243165318
Lamar,GA,0.439391443
Lanier,GA,0.385616504
Laurens,GA,0.815029989
Lee,GA,0.445342743
Liberty,GA,0.659529433
Lincoln,GA,0.393597481
Long,GA,0.175305323
Lowndes,GA,0.960157853
Lumpkin,GA,0.866050808
McDuffie,GA,0.701918577
McIntosh,GA,0.703531729
Macon,GA,0.507540603
Madison,GA,0.353207121
Marion,GA,0.454700466
Meriwether,GA,0.471742617
Miller,GA,0.167841558
Mitchell,GA,0.658732598
Monroe,GA,0.480573731
Montgomery,GA,0.444889334
Morgan,GA,0.835375362
Murray,GA,0.634356762
Muscogee,GA,0.970694968
Newton,GA,0.569086086
Oconee,GA,0.940358476
Oglethorpe,GA,0.272609555
Paulding,GA,0.422855685
Peach,GA,0.705742515
Pickens,GA,0.466713338
Pierce,GA,0.68453478
Pike,GA,0.224921278
Polk,GA,0.705030025
Pulaski,GA,0.957937821
Putnam,GA,0.330313326
Quitman,GA,0
Rabun,GA,1.046604691
Randolph,GA,0.546971147
Richmond,GA,0.78463311
Rockdale,GA,0.82047542
Schley,GA,0.387371683
Screven,GA,0.354987575
Seminole,GA,0.460511167
Spalding,GA,0.843908233
Stephens,GA,0.588697017
Stewart,GA,0
Sumter,GA,0.672387295
Talbot,GA,0.156494523
Taliaferro,GA,0
Tattnall,GA,0.237868696
Taylor,GA,0.710732054
Telfair,GA,0.423780119
Terrell,GA,0.657030223
Thomas,GA,0.822972041
Tift,GA,0.958136792
Toombs,GA,0.95300931
Towns,GA,0.630744278
Treutlen,GA,0.442608439
Troup,GA,0.762930228
Turner,GA,0.981233902
Twiggs,GA,0.120192308
Union,GA,0.818777293
Upson,GA,0.685557587
Walker,GA,0.337154417
Walton,GA,0.570678537
Ware,GA,0.816556385
Warren,GA,0.18115942
Washington,GA,0.581536225
Wayne,GA,0.701192026
Webster,GA,0
Wheeler,GA,0.125078174
White,GA,0.786557025
Whitfield,GA,0.791949161
Wilcox,GA,0.226065333
Wilkes,GA,0.402414487
Wilkinson,GA,0.107227107
Worth,GA,0.334288443
Hawaii,HI,0.746691385
Honolulu,HI,0.924592756
Kalawao,HI,0
Kauai,HI,0.908123448
Maui,HI,0.754513278
Ada,ID,0.720258261
Adams,ID,0.259000259
Bannock,ID,0.755876036
Bear Lake,ID,0.503609199
Benewah,ID,0.767712218
Bingham,ID,0.309262409
Blaine,ID,1.070663812
Boise,ID,0.146541618
Bonner,ID,0.577131177
Bonneville,ID,0.672049198
Boundary,ID,0.54649786
Butte,ID,0.762776506
Camas,ID,1.924927815
Canyon,ID,0.536567836
Caribou,ID,0.292525962
Cassia,ID,0.807136788
Clark,ID,0
Clearwater,ID,0.350385424
Custer,ID,0.966183575
Elmore,ID,0.421552847
Franklin,ID,0.537593119
Fremont,ID,0.388590969
Gem,ID,0.592908811
Gooding,ID,0.464684015
Idaho,ID,0.30835646
Jefferson,ID,0.407090781
Jerome,ID,0.438250504
Kootenai,ID,0.671979148
Latah,ID,0.75499206
Lemhi,ID,0.388299249
Lewis,ID,1.042209484
Lincoln,ID,0
Madison,ID,0.736105999
Minidoka,ID,0.246026669
Nez Perce,ID,0.699877521
Oneida,ID,1.195028681
Owyhee,ID,0.616577116
Payette,ID,0.525486075
Power,ID,0.262570566
Shoshone,ID,0.645682002
Teton,ID,0.483512233
Twin Falls,ID,0.778604444
Valley,ID,0.814166497
Washington,ID,0.59874264
Adams,IL,0.477697498
Alexander,IL,0
Bond,IL,0.405350628
Boone,IL,0.48265236
Brown,IL,0.43911007
Bureau,IL,0.354609929
Calhoun,IL,0.201775626
Carroll,IL,0.679578661
Cass,IL,0.608087565
Champaign,IL,0.830384342
Christian,IL,0.501593296
Clark,IL,0.927070457
Clay,IL,0.591715976
Clinton,IL,0.475473492
Coles,IL,0.731432858
Cook,IL,0.835039882
Crawford,IL,0.618779972
Cumberland,IL,0.276931598
DeKalb,IL,0.711156625
De Witt,IL,0.491279784
Douglas,IL,0.854743828
DuPage,IL,0.903819845
Edgar,IL,0.448405358
Edwards,IL,0.755629439
Effingham,IL,0.990675991
Fayette,IL,0.32007316
Ford,IL,0.438340152
Franklin,IL,0.558219786
Fulton,IL,0.555447552
Gallatin,IL,0
Greene,IL,0.297751973
Grundy,IL,0.753594447
Hamilton,IL,0.361620058
Hancock,IL,0.538677009
Hardin,IL,0
Henderson,IL,0.2891845
Henry,IL,0.463382694
Iroquois,IL,0.727171993
Jackson,IL,0.603247482
Jasper,IL,0.519588486
Jefferson,IL,0.778533243
Jersey,IL,0.575960303
Jo Daviess,IL,0.404421677
Johnson,IL,0.396793905
Kane,IL,0.616340417
Kankakee,IL,0.691358025
Kendall,IL,0.585084466
Knox,IL,0.749006126
Lake,IL,0.772845746
LaSalle,IL,0.620274899
Lawrence,IL,0.363218112
Lee,IL,0.374262271
Livingston,IL,0.527662718
Logan,IL,0.470651516
McDonough,IL,0.752823087
McHenry,IL,0.696426421
McLean,IL,0.729629268
Macon,IL,0.581449008
Macoupin,IL,0.430542699
Madison,IL,0.701530612
Marion,IL,0.622229136
Marshall,IL,0.416181122
Mason,IL,0.503669593
Massac,IL,0.3354579
Menard,IL,0.15910899
Mercer,IL,0.313577924
Monroe,IL,0.652393096
Montgomery,IL,0.681222112
Morgan,IL,0.629849123
Moultrie,IL,0.13479814
Ogle,IL,0.556782183
Peoria,IL,0.720695712
Perry,IL,0.46142488
Piatt,IL,0.365163411
Pike,IL,0.312070903
Pope,IL,0
Pulaski,IL,0.343938091
Putnam,IL,0
Randolph,IL,0.578052268
Richland,IL,0.99620198
Rock Island,IL,0.746253329
St. Clair,IL,0.718777401
Saline,IL,0.690719974
Sangamon,IL,0.773881013
Schuyler,IL,0.409276944
Scott,IL,0.384319754
Shelby,IL,0.317489115
Stark,IL,0
Stephenson,IL,0.581457952
Tazewell,IL,0.803201014
Union,IL,0.745113773
Vermilion,IL,0.52679109
Wabash,IL,0.865875833
Warren,IL,0.447577487
Washington,IL,0.697495989
Wayne,IL,0.30224264
White,IL,0.556560456
Whiteside,IL,0.527463253
Will,IL,0.695924683
Williamson,IL,0.626790831
Winnebago,IL,0.700071393
Woodford,IL,0.484854671
Adams,IN,0.459889052
Allen,IN,0.655884652
Bartholomew,IN,0.885099169
Benton,IN,0.574712644
Blackford,IN,0.403193291
Boone,IN,0.61374465
Brown,IN,0.267343938
Carroll,IN,0.652512172
Cass,IN,0.806493574
Clark,IN,0.74390436
Clay,IN,0.527068745
Clinton,IN,0.640712717
Crawford,IN,0.093852651
Daviess,IN,0.580524917
Dearborn,IN,0.504989294
Decatur,IN,0.829437491
DeKalb,IN,0.637047873
Delaware,IN,0.657703675
Dubois,IN,0.921006022
Elkhart,IN,0.68326641
Fayette,IN,0.980057951
Floyd,IN,0.879507476
Fountain,IN,0.420218514
Franklin,IN,0.654050754
Fulton,IN,0.634146341
Gibson,IN,0.59243461
Grant,IN,0.714608642
Greene,IN,0.672248365
Hamilton,IN,0.723672688
Hancock,IN,0.625191031
Harrison,IN,0.483472862
Hendricks,IN,0.768954734
Henry,IN,0.510256149
Howard,IN,0.927912077
Huntington,IN,0.844548575
Jackson,IN,0.777943027
Jasper,IN,0.627333831
Jay,IN,0.424949242
Jefferson,IN,0.584723334
Jennings,IN,0.392857143
Johnson,IN,0.847239355
Knox,IN,0.658969898
Kosciusko,IN,0.687337712
LaGrange,IN,0.208138204
Lake,IN,0.826146201
LaPorte,IN,0.628118158
Lawrence,IN,0.481358306
Madison,IN,0.59199348
Marion,IN,0.890560593
Marshall,IN,0.912815505
Martin,IN,0.882093502
Miami,IN,0.611892974
Monroe,IN,0.774387989
Montgomery,IN,0.707806847
Morgan,IN,0.545248447
Newton,IN,0.706414241
Noble,IN,0.546012012
Ohio,IN,0.331400166
Orange,IN,0.713339448
Owen,IN,0.333826124
Parke,IN,0.290141009
Perry,IN,0.719646345
Pike,IN,0.396070976
Porter,IN,0.664368311
Posey,IN,0.391542678
Pulaski,IN,0.694069561
Putnam,IN,0.611409432
Randolph,IN,0.315159155
Ripley,IN,0.526371197
Rush,IN,0.591996211
St. Joseph,IN,0.78843725
Scott,IN,0.801282051
Shelby,IN,0.515937998
Spencer,IN,0.480746118
Starke,IN,0.346710583
Steuben,IN,0.612102134
Sullivan,IN,0.522565321
Switzerland,IN,0.478377344
Tippecanoe,IN,0.748331276
Tipton,IN,0.64871878
Union,IN,0.552028705
Vanderburgh,IN,0.884586222
Vermillion,IN,0.446058752
Vigo,IN,0.859718049
Wabash,IN,0.806151556
Warren,IN,0
Warrick,IN,0.474251419
Washington,IN,0.35870579
Wayne,IN,0.635427288
Wells,IN,0.466585313
White,IN,0.736105999
Whitley,IN,0.598748615
Adair,IA,0.402468473
Adams,IA,0.516129032
Allamakee,IA,0.213705656
Appanoose,IA,0.631861622
Audubon,IA,0.172592337
Benton,IA,0.23364486
Black Hawk,IA,0.601969947
Boone,IA,0.302651988
Bremer,IA,0.525868695
Buchanan,IA,0.332731248
Buena Vista,IA,0.437360288
Butler,IA,0.066640011
Calhoun,IA,0.4054328
Carroll,IA,0.729501021
Cass,IA,0.669244497
Cedar,IA,0.488838195
Cerro Gordo,IA,0.878531465
Cherokee,IA,0.760392024
Chickasaw,IA,0.407697326
Clarke,IA,0.433980688
Clay,IA,1.211020285
Clayton,IA,0.734795388
Clinton,IA,0.520280535
Crawford,IA,0.522405387
Dallas,IA,0.529715762
Davis,IA,0.455528983
Decatur,IA,0.605107104
Delaware,IA,0.287389355
Des Moines,IA,0.794932307
Dickinson,IA,1.062887511
Dubuque,IA,0.747120473
Emmet,IA,0.600600601
Fayette,IA,0.344098707
Floyd,IA,0.373203956
Franklin,IA,0.47911077
Fremont,IA,0.42722871
Greene,IA,0.869565217
Grundy,IA,0.242424242
Guthrie,IA,0.466330908
Hamilton,IA,0.264602765
Hancock,IA,0.27205949
Hardin,IA,0.346600427
Harrison,IA,0.48869031
Henry,IA,0.445169907
Howard,IA,0.317493915
Humboldt,IA,0.414937759
Ida,IA,0.284010224
Iowa,IA,0.427480916
Jackson,IA,0.256647161
Jasper,IA,0.51529616
Jefferson,IA,0.634920635
Johnson,IA,0.744973188
Jones,IA,0.244450963
Keokuk,IA,0.390968625
Kossuth,IA,0.656943897
Lee,IA,0.538457178
Linn,IA,0.734784226
Louisa,IA,0.268793119
Lucas,IA,0.344787955
Lyon,IA,0.427972267
Madison,IA,0.19219681
Mahaska,IA,0.402324542
Marion,IA,0.569459014
Marshall,IA,0.538344834
Mills,IA,0.134852673
Mitchell,IA,0.371091938
Monona,IA,0.555802579
Monroe,IA,0.374953131
Montgomery,IA,0.575760484
Muscatine,IA,0.792485374
O'Brien,IA,0.711439954
Osceola,IA,0.321646832
Page,IA,0.516262261
Palo Alto,IA,0.769315309
Plymouth,IA,0.482431455
Pocahontas,IA,0.420285794
Polk,IA,0.726304848
Pottawattamie,IA,0.751653638
Poweshiek,IA,0.482108421
Ringgold,IA,0.593941794
Sac,IA,0.199302441
Scott,IA,0.741013029
Shelby,IA,0.502176096
Sioux,IA,0.663187336
Story,IA,0.701582813
Tama,IA,0.343819838
Taylor,IA,0
Union,IA,0.399488655
Van Buren,IA,0.26780932
Wapello,IA,0.653186414
Warren,IA,0.43790141
Washington,IA,0.453103761
Wayne,IA,0.156372166
Webster,IA,0.73061832
Winnebago,IA,0.378823752
Winneshiek,IA,0.385208012
Woodbury,IA,0.928904577
Worth,IA,0.393494229
Wright,IA,0.62305296
Allen,KS,0.387326671
Anderson,KS,0.507421033
Atchison,KS,0.726700176
Barber,KS,0.816826629
Barton,KS,0.69381048
Bourbon,KS,0.609260764
Brown,KS,0.50942435
Butler,KS,0.770078669
Chase,KS,0
Chautauqua,KS,0
Cherokee,KS,0.529176889
Cheyenne,KS,0.371333086
Clark,KS,0.46641791
Clay,KS,0.480942648
Cloud,KS,0.532765051
Coffey,KS,0.711490573
Comanche,KS,0.511770727
Cowley,KS,0.444901705
Crawford,KS,0.509035378
Decatur,KS,0.343878955
Dickinson,KS,0.567185728
Doniphan,KS,0.127000254
Douglas,KS,0.849165845
Edwards,KS,0.330033003
Elk,KS,0
Ellis,KS,1.102953848
Ellsworth,KS,0.469336671
Finney,KS,0.618545611
Ford,KS,0.459836183
Franklin,KS,0.585685838
Geary,KS,0.708196007
Gove,KS,1.100110011
Graham,KS,0.779423227
Grant,KS,0.639713408
Gray,KS,0.164419599
Greeley,KS,0
Greenwood,KS,0.158027813
Hamilton,KS,0.384172109
Harper,KS,0.515641114
Harvey,KS,0.689259047
Haskell,KS,0.24354603
Hodgeman,KS,0.521920668
Jackson,KS,0.369303494
Jefferson,KS,0.21214532
Jewell,KS,0.657246139
Johnson,KS,0.722654073
Kearny,KS,0.510855683
Kingman,KS,0.389711613
Kiowa,KS,0
Labette,KS,0.477099237
Lane,KS,0.592768228
Leavenworth,KS,0.444179347
Lincoln,KS,0
Linn,KS,0.210482004
Logan,KS,0.357909807
Lyon,KS,0.602191979
McPherson,KS,0.615574023
Marion,KS,0.327653997
Marshall,KS,0.49970018
Meade,KS,0.459031444
Miami,KS,0.457010542
Mitchell,KS,0.636537237
Montgomery,KS,0.821958021
Morris,KS,0.877500878
Morton,KS,0.964630225
Nemaha,KS,0.295624754
Neosho,KS,0.365497076
Ness,KS,0.644122383
Norton,KS,0.35971223
Osage,KS,0.251004016
Osborne,KS,0.266240682
Ottawa,KS,0.164880462
Pawnee,KS,0.43377675
Phillips,KS,0.903668896
Pottawatomie,KS,0.480412281
Pratt,KS,0.913705584
Rawlins,KS,0
Reno,KS,0.893500956
Republic,KS,0.416406413
Rice,KS,0.698951573
Riley,KS,0.611750938
Rooks,KS,0.581959263
Rush,KS,0.625586487
Russell,KS,0.71880391
Saline,KS,0.986458614
Scott,KS,0.984251969
Sedgwick,KS,0.860843981
Seward,KS,0.468783294
Shawnee,KS,0.795937356
Sheridan,KS,0.393855849
Sherman,KS,1.47299509
Smith,KS,0.7959671
Stafford,KS,0
Stanton,KS,0.473709143
Stevens,KS,0.689536287
Sumner,KS,0.467528052
Thomas,KS,0.760359904
Trego,KS,1.033769814
Wabaunsee,KS,0.28481914
Wallace,KS,0
Washington,KS,0.178635227
Wichita,KS,0.459558824
Wilson,KS,0.553832521
Woodson,KS,0.633512829
Wyandotte,KS,0.64342102
Adair,KY,0.312434909
Allen,KY,0.441522763
Anderson,KY,0.868055556
Ballard,KY,0.485436893
Barren,KY,0.857513674
Bath,KY,0.409634606
Bell,KY,0.863993088
Boone,KY,0.949269458
Bourbon,KY,0.650911276
Boyd,KY,1.249180865
Boyle,KY,0.774254359
Bracken,KY,0.475850583
